1,H2 Physics
2,Introduction
3,Measurement
4,Measurement
5,"1(a) recall the following base quantities and their SI units: mass (kg), length (m), time (s), current (A), temperature (K), amount of substance (mol)."
6,"1(b) express derived units as products or quotients of the base units and use the named units listed in 'Summary of Key Quantities, Symbols and Units' as appropriate."
7,1(c) use SI base units to check the homogeneity of physical equations.
8,"1(d) show an understanding of and use the conventions for labelling graph axes and table columns as set out in the ASE publication Signs, Symbols and Systematics (The ASE Companion to 16-19 Science, 2000)."
9,"1(e) use the following prefixes and their symbols to indicate decimal sub-multiples or multiples of both base and derived units: pico (p), nano (n), micro (μ), milli (m), centi (c), deci (d), kilo (k), mega (M), giga (G), tera (T)."
10,1(f) make reasonable estimates of physical quantities included within the syllabus.
11,"1(g) distinguish between scalar and vector quantities, and give examples of each."
12,1(h) add and subtract coplanar vectors.
13,1(i) represent a vector as two perpendicular components.
14,1(j) show an understanding of the distinction between systematic errors (including zero error) and random errors.
15,1(k) show an understanding of the distinction between precision and accuracy.
16,"1(l) assess the uncertainty in a derived quantity by addition of actual, fractional, percentage uncertainties or by numerical substitution (a rigorous statistical treatment is not required)."
17,Newtonian Mechanics
18,Kinematics
19,"2(a) show an understanding of and use the term distance, displacement, speed, velocity and acceleration."
20,"2(b) use graphical methods to represent distance, displacement, speed, velocity and acceleration."
21,"2(c) identify and use the physical quantities from the gradients of displacement-time graphs and areas under and gradients of velocity-time graphs, including cases of non-uniform acceleration."
22,"2(d) derive, from the definitions of velocity and acceleration, equations which represent uniformly accelerated motion in a straight line."
23,"2(e) solve problems using equations which represent uniformly accelerated motion in a straight line, including the motion of bodies falling in a uniform gravitational field without air resistance."
24,2(f) describe qualitatively the motion of bodies falling in a uniform gravitational field with air resistance.
25,2(g) describe and explain motion due to a uniform velocity in one direction and a uniform acceleration in a perpendicular direction.
26,Dynamics & Forces
27,3(a) state and apply each of Newton's laws of motion.
28,3(b) show an understanding that mass is the property of a body which resists change in motion (inertia).
29,3(c) describe and use the concept of weight as the force experienced by a mass in a gravitational field.
30,3(d) define and use linear momentum as the product of mass and velocity.
31,3(e) define and use impulse as the product of force and time of impact.
32,3(f) relate resultant force to the rate of change of momentum.
33,3(g) recall and solve problems using the relationship  appreciating that resultant force and acceleration are always in the same direction.
34,3(h) state the principle of conservation of momentum.
35,3(i) apply the principle of conservation of momentum to solve simple problems including inelastic and (perfectly) elastic interactions between two bodies in one dimension (knowledge of the concept of coefficient of restitution is not required).
36,"3(j) show an understanding that, for a (perfectly) elastic collision between two bodies, the relative speed of approach is equal to the relative speed of separation."
37,"3(k) show an understanding that, whilst the momentum of a closed system is always conserved in interactions between bodies, some change in kinetic energy usually takes place."
38,"4(a) recall and apply Hooke's law , where  is the force constant) to new situations or to solve related problems."
39,"4(b) describe the forces on a mass, charge and current-carrying conductor in gravitational, electric and magnetic fields, as appropriate."
40,"4(c) show a qualitative understanding of normal contact forces, frictional forces and viscous forces including air resistance (no treatment of the coefficients of friction and viscosity is required)."
41,4(d) show an understanding that the weight of a body may be taken as acting at a single point known as its centre of gravity.
42,4(e) define and apply the moment of a force and the torque of a couple.
43,4(f) show an understanding that a couple is a pair of forces which tends to produce rotation only.
44,4(g) apply the principle of moments to new situations or to solve related problems.
45,"4(h) show an understanding that, when there is no resultant force and no resultant torque, a system is in equilibrium."
46,4(i) use a vector triangle to represent forces in equilibrium.
47,"4(j) derive, from the definitions of pressure and density, the equation"
48,4(k) solve problems using the equation
49,4(l) show an understanding of the origin of the force of upthrust acting on a body in a fluid.
50,4(m) state that upthrust is equal in magnitude and opposite in direction to the weight of the fluid displaced by a submerged or floating object.
51,4(n) calculate the upthrust in terms of the weight of the displaced fluid.
52,"4(o) recall and apply the principle that, for an object floating in equilibrium, the upthrust is equal in magnitude and opposite in direction to the weight of the object to new situations or to solve related problems."
53,"Work, Energy, Power"
54,5(a) define and use work done by a force as the product of the force and displacement in the direction of the force.
55,5(b) calculate the work done in a number of situations including the work done by a gas which is expanding against a constant external pressure:
56,"5(c) give examples of energy in different forms, its conversion and conservation, and apply the principle of energy conservation."
57,5(d) show an appreciation for the implications of energy losses in practical devices and use the concept of efficiency to solve problems.
58,"5(e) derive, from the equations for uniformly accelerated motion in a straight line, the equation"
59,5(f) recall and use the equation
60,"5(g) distinguish between gravitational potential energy, electric potential energy and elastic potential energy."
61,5(h) deduce that the elastic potential energy in a deformed material is related to the area under the force-extension graph.
62,5(i) show an understanding of and use the relationship between force and potential energy in a uniform field to solve problems.
63,"5(j) derive, from the definition of work done by a force, the equation  for gravitational potential energy changes near the Earth's surface."
64,5(k) recall and use the equation  for gravitational potential energy changes near the Earth's surface.
