1,3 தொகுதி 1 - கலைகள்
2,படித்தலும் நோக்கலும்
3,நடப்புச் செய்திகள்
4,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
5,மாணவர் கற்றல் தள நடவடிக்கை - இனிய இலக்கணம்
6,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
7,பேசுதல்
8,மாணவர் கற்றல் தள நடவடிக்கை - முன்னுணர்வுக் கருத்தறிதல்
9,பல்வேறு சூழல்களுக்கேற்பப் பேச்சுத்தமிழிலோ எழுத்துத்தமிழிலோ சரியான உச்சரிப்புடனும் தொனியுடனும் தெளிவாகவும் சரளமாகவும் தன்னம்பிக்கையுடனும் பேசுவர்.
10,கேட்டலும் நோக்கலும்
11,கேட்டல் கருத்தறிதல் - நிழலாட்டக்கலை
12,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
13,3 தொகுதி 2 - நானும் என் உறவுகளும்
14,படித்தலும் நோக்கலும்
15,படிப்போம்
16,பனுவலைச் சரளமாகவும் தன்னம்பிக்கையுடனும் படிப்பர்.
17,படித்துக் கருத்துணர்தல் - என் குடும்பம்
18,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
19,நடப்புச் செய்திகள்
20,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
21,இலக்கியச் சோலை
22,"இலக்கியப் படைப்புகளைக் கேட்டும் பார்த்தும் மரபு, பண்பாடு, விழுமியம் தொடர்பான புரிந்துணர்வை வெளிப்படுத்துவர்."
23,கேட்டலும் நோக்கலும்
24,கேட்டல் கருத்தறிதல்  - சிங்கப்பூர்க் குழந்தைகள்
25,தகவல்களை முன்னறிவோடு ஒப்பிட்டுப் பார்த்துப் புரிந்துணர்வைப் பல்வேறு வழிகளில் வெளிப்படுத்துவர்.
26,பேசுதல்
