1,இலக்கணம் / மொழிப்  பயன்பாடு
2,சிறுகதை ஆய்வு
3,"ஆகுபெயர் - பொருளாகுபெயர், இடவாகுபெயர், காலவாகுபெயர்"
4,"ஆகுபெயர் - சினையாகுபெயர், பண்பாகுபெயர், தொழிலாகுபெயர்"
5,உடன்படுமெய்
6,மரபுத்தொடர் / இணைமொழி
7,வலி மிகும் இடங்கள்
8,குறில் நெடில்
9,கவிதை நயம் பாராட்டுதல்
10,படித்தல்
11,கருத்துணர்தல்
12,சுருக்கி வரைதல்
13,SEAB Oral Resources
14,H1
15,ATLB
16,கூடுதல் வளங்கள்
17,நானும் ஒரு படைப்பாளி
18,பல்வேறு எழுத்து வகைகளின் அமைப்புமுறைகளைப் புரிந்துகொண்டு படைப்பாக்கத்திறனுடன் தங்கள் கருத்துகளை முன்வைக்க அறிந்திருத்தல்.
19,நாளேட்டுச் செய்திகள்
20,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்தல்.
