1,3 தொகுதி 1 - கலைகள்
2,படித்தலும் நோக்கலும்
3,நடப்புச் செய்திகள்
4,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
5,கேட்டலும் நோக்கலும்
6,கேட்டல் கருத்தறிதல் - நிழலாட்டக்கலை
7,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
8,3 தொகுதி 2 - நானும் என் உறவுகளும்
9,படித்தலும் நோக்கலும்
10,நடப்புச் செய்திகள்
11,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
12,கேட்டலும் நோக்கலும்
13,கேட்டல் கருத்தறிதல் - சிங்கப்பூர்க் குழந்தைகள்
14,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
15,3 தொகுதி 3 -  தலைமைத்துவப் பண்புகள்
16,படித்தலும் நோக்கலும்
17,நடப்புச் செய்திகள்
18,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
19,கேட்டலும் நோக்கலும்
20,கேட்டல் கருத்தறிதல் - வெளிப்புறக் கல்வியும் அனுபவமும்
21,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
22,3 தொகுதி 4 - இயற்கையோடு இயைந்த வாழ்க்கை
23,படித்தலும் நோக்கலும்
24,நடப்புச் செய்திகள்
25,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
26,கேட்டலும் நோக்கலும்
27,கேட்டல் கருத்தறிதல் - இயற்கைக்கு என் பங்களிப்பு
28,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
29,3 தொகுதி 5 - தமிழர் வாழ்வியல்
30,கேட்டலும் நோக்கலும்
31,கேட்டல் கருத்தறிதல்  - வணிகத்தில் தடம் பதித்த பண்டைய தமிழர்கள்
32,தகவல்களை முன்னறிவோடு ஒப்பிட்டுப் பார்த்துப் புரிந்துணர்வை பல்வேறு வழிகளில் வெளிப்படுத்துவர்.
33,3 தொகுதி 6 - மனநலம் பேணல்
34,படித்தலும் நோக்கலும்
35,நடப்புச் செய்திகள்
36,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
37,கேட்டலும் நோக்கலும்
38,நோக்கல் கருத்தறிதல் - சமூக வலைத்தளங்களும் இளைஞர் மனநலமும்
39,பெறப்படும் தகவல்களிலுள்ள நேரடிப்பொருளையும் குறிப்புப்பொருளையும் கேட்டும் பார்த்தும் புரிந்துணர்வை வெளிப்படுத்துவர்.
40,3 தொகுதி 7 - தமிழும் உலகமும்
41,படித்தலும் நோக்கலும்
42,நடப்புச் செய்திகள்
43,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
44,கேட்டலும் நோக்கலும்
45,கேட்டல் கருத்தறிதல் - நானும் தமிழாசிரியராக வேண்டும்
46,தகவல்களை முன்னறிவோடு ஒப்பிட்டுப் பார்த்துப் புரிந்துணர்வை பல்வேறு வழிகளில் வெளிப்படுத்துவர்.
47,கூடுதல் வளங்கள்
48,நடப்புச் செய்திகள்
49,தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் பயன்நோக்கிப் படித்துப் பகுத்தாய்வர்.
50,நானும் ஒரு படைப்பாளி
51,பல்வேறு எழுத்து வகைகளின் அமைப்புமுறைகளைப் புரிந்துகொண்டு படைப்பாக்கத்திறனுடன் தங்கள் கருத்துகளை முன்வைக்க அறிந்திருத்தல்.
