1,1A தொகுதி 1 - புதிய தொடக்கம்
2,பேசுதல்
3,முகப்புப் பக்கம் - புதிய தொடக்கம்
4,சரியான உச்சரிப்புடன் தெளிவாகப் பேசுதல்.
5,பல்வேறு சூழல்களுக்கேற்பப் பேச்சுத்தமிழிலோ எழுத்துத்தமிழிலோ சரியான உச்சரிப்புடனும் தொனியுடனும் தெளிவாகவும் சரளமாகவும் தன்னம்பிக்கையுடனும் பேசுவர்.
6,படித்தலும் நோக்கலும்
7,இலக்கியச் சோலை - துமாசிக்
8,"பனுவலிலுள்ள சொற்றொடர்கள், பனுவலின் சாரம், அமைப்பு ஆகியவற்றைக்கொண்டு பனுவலின் வகையைக் கண்டறிந்து கூறுதல் (எ-டு - கதை, தகவல் பனுவல், விளக்கக் கட்டுரை, விவாத உரை, நாடகம், விளம்பரம், அழைப்பிதழ், கடிதம், மின்னஞ்சல், நகைச்சுவைத் துணுக்கு)"
9,பலவிதமான பனுவல்களை மேலோட்டமாகவும் ஆழமாகவும் படித்துப் புரிந்துகொள்வர்.
10,எழுதுதல்
11,தட்டச்சுப் பயிற்சி
12,இலக்கணக்கூறுகளையும் மொழிக்கூறுகளையும் சரியாகப் பயன்படுத்தித் தொடர்களை அமைத்தல்.
13,சரியான மொழியமைப்பைப் பயன்படுத்தித் தெளிவாக எழுதுவர்.
14,கேட்டல்
15,சமைத்துப்பார்ப்போம்
16,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
17,வாய்மொழியாகவோ ஒலிப்பகுதியாகவோ ஒளிக்காட்சியாகவோ பெறப்படும் தகவல்களைக் கவனமாகக் கேட்டும் பார்த்தும் அவை உணர்த்தும் நேரடிப்பொருள் குறித்த புரிந்துணர்வை வெளிப்படுத்துவர்.
18,1A  தொகுதி 2 - அறுவடைத் திருநாள்
19,பேசுதல்
20,நுழைவாயில் - பொங்கல்
21,சூழல்களுக்கேற்ப உணர்வுகளையும் கருத்துகளையும் சிந்தனைகளையும் தக்க வகையில் வெளிப்படுத்துதல்.
22,பல்வேறு சூழல்களுக்கேற்பக் கருத்துகளையும் உணர்வுகளையும் சிந்தனைகளையும் பயன்முனைப்புமிக்க வகையில் வெளிப்படுத்துவர்.
23,படித்தலும் நோக்கலும்
24,இலக்கியச் சோலை - துமாசிக்
25,"பனுவலை உற்றுநோக்கிக் கருத்துகளைப் பகுத்தாய்தல்.

படைப்பாளரின் நோக்கம்படைப்பாளர் வலியுறுத்தும் செய்திமொழிநடைபாத்திரப்படைப்புசூழல் முதலியவற்றைப் புரிந்துகொண்டு எடுத்துரைத்தல்."
26,தம் தேவைக்கேற்பப் பல்வேறு பனுவல்களைப் படித்துப் பகுத்தாய்வர்.
27,கேட்டல்
28,எங்கள் படைப்பு
29,"தகவல்களை உற்றுக் கேட்டும் பார்த்தும் அவற்றுக்கேற்றவாறு மெய்ப்பாடு, பேச்சு, எழுத்து ஆகியவற்றின் வழியாகவும் இன்னபிற வழியாகவும் புரிந்துணர்வை வெளிப்படுத்துவர்."
30,வாய்மொழியாகவோ ஒலிப்பகுதியாகவோ ஒளிக்காட்சியாகவோ பெறப்படும் தகவல்களைக் கவனமாகக் கேட்டும் பார்த்தும் அவை உணர்த்தும் நேரடிப்பொருள் குறித்த புரிந்துணர்வை வெளிப்படுத்துவர்.
31,1A  தொகுதி 3 -  தமிழும் நானும்
32,கேட்டலும் நோக்கலும்
33,தமிழும் நானும்
