1,Pengenalan JATi
2,mengenali bahan pengajaran dan pembelajaran JATi
3,Unit 1: Teguh Bersatu
4,Bahagian 3 Kami Berikrar
5,mengaitkan ehwal semasa dengan topik perbincangan
6,Unit 2: Penampilan
7,Bahagian 1 Ketua Pilihan?
8,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk memahami isi (1.1)
9,bertutur untuk menerangkan idea/pendapat/ pandangan (2.3)
10,Bahagian 3 Saya Setuju!
11,berbincang untuk mengemukakan idea/ pendapat/pandangan tentang sesuatu perkara (5.2)
12,mengaitkan ehwal semasa dengan topik perbincangan
13,Unit 3: Gerak Langkahku
14,Bahagian 1 Langkah yang Mana?
15,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk memahami isi (1.1)
16,bertutur untuk menerangkan idea/pendapat/ pandangan (2.3)
17,Bahagian 2 Ke Kiri atau Ke Kanan?
18,berbincang untuk mengemukakan pandangan tentang dilema yang dihadapi oleh watak dalam cerita (5.2)
19,menggunakan kata hubung dengan betul
20,Bahagian 3 Begitulah Langkahku
21,mengaitkan ehwal semasa dengan topik perbincangan
22,Unit 4: Irama dan Lagu
23,Pembuka Bicara
24,berbincang tentang jenis muzik yang disukai oleh mereka dan menyatakan sebab mereka memilih jenis muzik itu
25,Bahagian 3 Inovasi Lagu
26,mendengar teks lisan (sama ada dengan penyertaan melihat atau sebaliknya) untuk menghayati isi (1.2)
27,berbincang untuk mengemukakan idea/ pendapat/pandangan tentang sesuatu perkara (5.2)
28,mengaitkan ehwal semasa dengan topik perbincangan
29,"Unit 5: Enak Makan, Erat Hubungan"
30,Bahagian 1 Makanan Membawa Kenangan
31,mendengar teks lisan (sama ada dengan penyertaan melihat atau sebaliknya) untuk menghayati isi (1.2)
32,Bahagian 3 Makanan Merapatkan Hubungan Masyarakat
33,mengaitkan ehwal semasa dengan topik perbincangan
34,Unit 6: Siapakah Kita?
35,Bahagian 2 Tak Kenal Maka Tak Cinta
36,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk memahami isi (1.1)
37,bertutur untuk menerangkan idea/pendapat/ pandangan (2.3)
38,Bahagian 3 Harapanku
39,mengaitkan ehwal semasa dengan topik perbincangan
40,Unit 7: Aku Boleh!
41,Bahagian 2 Aku Ada Pilihan
42,berbincang untuk mengemukakan idea/ pendapat/pandangan tentang sesuatu perkara (5.2)
43,Bahagian 3 Positif! Positif! Positif!
44,mengaitkan ehwal semasa dengan topik perbincangan
45,Unit 8: Tangan yang Menghijaukan Bumi
46,Bahagian 1 Setiap Perbuatan Ada Kesan
47,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk memahami isi (1.1)
48,Bahagian 2 Sampahmu Hartaku
49,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk memahami isi (1.1)
50,Bahagian 3 Bumi Milik Siapa?
51,mengaitkan ehwal semasa dengan topik perbincangan
52,Isu Kontemporari & Isu Semasa
53,Ehwal Semasa
54,mengaitkan ehwal semasa dengan topik perbincangan
55,Teroka Berita Harian & Berita Mediacorp
56,bersoal jawab tentang sesuatu perkara untuk mendapatkan maklumat lanjut (5.1)
57,berbincang untuk mengemukakan idea/ pendapat/pandangan tentang sesuatu perkara (5.2)
58,berbincang untuk menyokong atau menolak pandangan orang lain bagi mencapai keputusan (5.3)
59,Bahan Tambahan
60,Pengetahuan Bahasa
61,menggunakan bentuk kata dengan betul dalam pelbagai konteks
62,menggunakan golongan kata dengan betul dalam pelbagai konteks
63,menggunakan frasa dengan betul dalam pelbagai konteks
64,menggunakan dan membina ayat dengan betul dalam pelbagai konteks
65,menggunakan aspek bahasa yang lain dengan betul dalam konteks
66,Bacaan Luas
67,Penulisan
68,Bahan Pengayaan
69,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk menghayati isi (1.2)
70,mendengar teks lisan (sama ada dengan penyertaan keupayaan melihat atau sebaliknya) untuk menilai isi (1.3)
71,bertutur untuk menyampaikan sesuatu perkara (2.2)
72,bertutur untuk menerangkan idea/pendapat/pandangan (2.3)
